Township,Area,State,Tenure,Type,Median_Price,Median_PSF,Transactions
1823,2,14,2,16,175000.0,264.0,23
1527,210,6,0,31,235000.0,182.0,22
735,145,7,2,31,80000.0,73.0,22
1166,86,9,2,31,277235.0,167.0,22
1303,95,9,0,31,459800.0,328.0,22
27,263,1,0,36,378000.0,202.0,22
1457,272,9,2,31,342500.0,216.0,22
362,85,14,0,24,1875000.0,617.0,22
293,301,3,0,31,413500.0,659.0,22
1220,108,6,0,31,81500.0,67.0,22
1099,174,0,0,31,490000.0,295.0,22
1226,114,9,2,31,259000.0,159.0,22
1352,244,8,0,31,297500.0,291.0,22
1671,168,7,0,31,170000.0,160.0,22
1500,206,9,2,31,273800.0,229.0,22
282,94,14,0,31,467500.0,324.0,22
1343,103,14,0,31,680000.0,419.0,22
1130,11,6,0,31,300000.0,179.0,22
1571,124,14,0,31,1138000.0,582.0,22
1906,253,14,0,31,915000.0,499.0,22
1559,212,14,2,31,521000.0,315.0,22
185,296,9,0,31,252500.0,198.0,22
1351,168,7,0,31,105500.0,101.0,22
30,96,0,0,31,999000.0,569.0,22
1482,205,14,2,31,375000.0,342.0,22
1477,202,0,0,2,541600.0,150.0,22
209,198,0,0,16,172500.0,232.0,22
211,65,14,0,14,457500.0,458.0,22
700,107,0,0,0,351500.0,332.0,22
872,7,8,0,0,265000.0,425.0,22
430,113,14,0,30,688800.0,472.0,22
260,67,14,0,14,250000.0,238.0,22
737,210,6,0,16,68000.0,102.0,22
244,253,14,0,30,416500.0,550.0,22
299,274,0,0,0,420000.0,340.0,22
263,198,0,0,30,339000.0,396.0,22
895,285,0,0,16,170000.0,226.0,22
313,259,8,2,16,180000.0,328.0,22
1865,235,14,2,30,297500.0,379.0,22
1428,225,14,0,31,450000.0,301.0,21
803,67,14,0,5,1200000.0,513.0,21
427,71,14,0,8,1438800.0,616.0,21
447,240,14,0,31,828000.0,501.0,21
1080,95,9,2,34,398000.0,235.0,21
614,140,7,2,31,80000.0,61.0,21
1069,36,8,0,35,625320.0,395.0,21
1147,285,0,0,34,960000.0,530.0,21
1632,260,8,0,31,325000.0,195.0,21
985,227,6,0,31,440000.0,246.0,21
1782,145,7,1,31,195000.0,160.0,21
1106,117,14,0,31,460000.0,191.0,21
1519,248,9,0,31,288800.0,180.0,21
1511,205,14,2,31,450000.0,286.0,21
283,155,9,2,31,318880.0,267.0,21
1547,150,1,0,35,269500.0,166.0,21
463,46,15,0,33,335000.0,190.0,21
1033,55,6,0,31,380000.0,231.0,21
442,145,7,2,31,170000.0,153.0,21
1470,95,9,2,24,285000.0,171.0,21
1569,56,8,0,31,350000.0,297.0,21
451,121,3,0,31,780000.0,434.0,21
1633,237,3,0,31,600000.0,341.0,21
1937,301,3,0,31,720000.0,578.0,21
1121,121,14,2,31,500000.0,349.0,21
783,200,14,3,5,1700000.0,339.0,21
1262,95,9,2,31,300000.0,214.0,21
145,222,0,0,5,220000.0,125.0,21
1003,137,1,0,31,200000.0,229.0,21
1316,160,9,0,31,418800.0,263.0,21
153,205,14,2,44,1260000.0,571.0,21
718,95,9,2,35,255000.0,157.0,21
1624,142,14,0,31,342500.0,222.0,21
1523,278,5,0,31,240000.0,200.0,21
1430,248,9,0,19,480000.0,166.0,21
215,107,0,2,0,310000.0,343.0,21
906,198,0,0,14,495000.0,304.0,21
1819,285,0,0,16,250000.0,438.0,21
602,203,6,0,0,95000.0,126.0,21
853,301,3,2,16,210000.0,398.0,21
216,107,0,2,0,350000.0,372.0,21
866,297,14,0,14,530000.0,413.0,21
904,111,3,0,30,3715000.0,2264.0,21
538,229,3,2,30,365000.0,371.0,21
226,107,0,2,0,360000.0,335.0,21
63,2,14,2,30,330000.0,352.0,21
1835,56,8,0,16,120000.0,186.0,21
583,40,8,0,14,450000.0,492.0,21
1413,272,9,2,31,302500.0,245.0,20
833,200,14,0,31,1372500.0,797.0,20
448,240,14,0,24,909000.0,465.0,20
940,126,0,0,10,610500.0,208.0,20
1495,136,9,0,31,318000.0,196.0,20
712,156,6,0,31,529500.0,373.0,20
183,248,9,0,8,248000.0,129.0,20
1087,132,0,0,8,776900.0,320.0,20
624,107,0,0,39,320000.0,272.0,20
609,145,7,2,31,205000.0,217.0,20
92,275,0,0,34,288800.0,107.0,20
1766,186,9,1,31,366075.0,191.0,20
1175,117,14,0,31,450000.0,355.0,20
1585,71,14,3,31,669600.0,321.0,20
1312,125,5,0,31,289000.0,187.0,20
157,27,14,0,35,615000.0,335.0,20
1777,164,0,0,31,767500.0,501.0,20
599,95,9,2,8,638800.0,236.0,20
1164,274,0,0,31,432500.0,283.0,20
1611,263,1,0,31,200000.0,164.0,20
1203,95,9,0,31,397500.0,203.0,20
1721,275,0,0,31,287500.0,184.0,20
111,20,14,2,31,560000.0,341.0,20
1767,30,14,0,31,400000.0,244.0,20
1376,274,0,0,31,375000.0,406.0,20
1356,32,5,2,38,326500.0,182.0,20
801,285,0,0,31,814300.0,462.0,20
270,226,0,0,30,528900.0,520.0,20
511,107,0,2,14,485000.0,439.0,20
481,147,3,0,30,580000.0,626.0,20
672,107,0,0,30,942450.0,611.0,20
315,121,14,0,16,166500.0,253.0,20
1851,196,8,0,16,110000.0,195.0,20
898,107,0,2,0,240000.0,265.0,20
309,205,14,0,14,400000.0,340.0,20
843,236,9,0,0,223300.0,239.0,20
501,203,6,0,14,95000.0,117.0,20
747,24,14,2,14,500000.0,420.0,20
256,166,5,2,0,204500.0,336.0,20
913,253,14,0,0,376500.0,393.0,20
921,121,14,0,0,445000.0,454.0,20
429,79,8,0,0,293500.0,426.0,20
54,52,3,0,0,235000.0,352.0,20
751,163,6,0,16,70000.0,114.0,20
744,253,14,0,30,290000.0,378.0,20
1649,38,0,0,31,330000.0,208.0,19
1758,121,14,2,31,737000.0,488.0,19
358,232,6,0,31,370000.0,220.0,19
1016,48,13,0,31,80000.0,44.0,19
28,145,7,0,31,325000.0,163.0,19
393,93,9,0,35,438800.0,136.0,19
1279,56,8,0,35,470000.0,300.0,19
89,258,14,2,31,440000.0,315.0,19
1218,274,0,0,32,500000.0,259.0,19
176,28,3,0,32,1710000.0,814.0,19
1603,10,9,0,35,263800.0,169.0,19
1452,88,1,0,24,220000.0,154.0,19
1621,133,5,0,31,240000.0,197.0,19
449,148,13,2,32,420000.0,220.0,19
234,130,13,0,31,350000.0,205.0,19
527,79,8,0,5,2200000.0,465.0,19
202,124,14,0,36,960000.0,410.0,19
977,11,6,0,31,183000.0,155.0,19
1386,249,0,1,31,380000.0,292.0,19
1286,133,5,0,5,443800.0,317.0,19
811,238,14,0,31,1050000.0,608.0,19
1051,22,6,2,31,250000.0,192.0,19
1591,149,0,0,31,420000.0,260.0,19
1339,284,12,2,35,400000.0,220.0,19
1126,285,0,0,31,577150.0,372.0,19
198,28,3,0,5,2500000.0,751.0,19
1079,196,8,0,31,490000.0,265.0,19
1578,224,14,0,31,680000.0,551.0,19
955,212,14,0,31,837000.0,409.0,19
1607,165,5,0,31,200000.0,142.0,19
1269,126,0,0,31,250000.0,209.0,19
1673,231,6,0,31,250000.0,182.0,19
1556,54,5,0,37,315000.0,194.0,19
1373,2,14,2,31,500000.0,590.0,19
778,27,14,2,31,590000.0,357.0,19
1082,14,14,2,31,425000.0,249.0,19
461,71,14,0,24,500000.0,260.0,19
1504,126,0,0,31,160000.0,128.0,19
1322,148,13,2,31,248000.0,133.0,19
56,173,3,0,30,1010000.0,1106.0,19
711,164,0,0,0,265000.0,281.0,19
883,96,0,0,30,410000.0,515.0,19
1839,1,1,0,16,68000.0,124.0,19
8,173,3,0,14,2050000.0,756.0,19
701,237,3,2,18,350000.0,301.0,19
1882,101,8,2,14,520000.0,551.0,19
1931,18,14,2,0,200000.0,235.0,19
1860,229,3,0,14,760000.0,590.0,19
868,238,14,0,0,330000.0,348.0,19
1828,193,12,2,0,340000.0,336.0,19
1935,295,12,2,0,290000.0,287.0,19
854,113,14,0,0,290000.0,302.0,19
1808,193,12,2,16,190000.0,284.0,19
549,34,8,0,14,530000.0,447.0,19
682,124,14,0,0,375000.0,325.0,19
844,82,8,0,14,838000.0,623.0,19
1816,274,0,2,16,115000.0,232.0,19
49,233,14,0,16,65000.0,86.0,19
1426,203,6,0,31,195000.0,136.0,18
827,253,14,0,35,810000.0,463.0,18
823,200,14,0,5,1365000.0,310.0,18
436,225,14,0,31,869000.0,603.0,18
1207,56,8,0,19,1043800.0,336.0,18
1572,67,14,0,31,1311150.0,587.0,18
1615,276,14,2,24,386500.0,189.0,18
615,140,7,2,19,150000.0,48.0,18
604,244,8,0,35,637000.0,504.0,18
1206,56,8,0,31,788800.0,434.0,18
587,215,7,0,31,210000.0,129.0,18
192,18,14,0,31,674000.0,463.0,18
1708,264,5,2,31,304200.0,154.0,18
1778,294,14,2,41,2550000.0,580.0,18
1317,56,8,0,31,480000.0,387.0,18
1705,253,14,2,31,665000.0,370.0,18
197,65,3,2,31,493000.0,308.0,18
1643,269,9,0,31,528800.0,317.0,18
1202,95,9,2,31,234000.0,250.0,18
982,155,9,2,31,255100.0,239.0,18
84,224,14,2,31,650000.0,396.0,18
121,19,3,2,31,850000.0,599.0,18
1706,235,14,3,32,480000.0,352.0,18
1200,287,6,1,31,220000.0,154.0,18
520,60,9,0,31,235000.0,172.0,18
1460,12,0,0,31,820000.0,373.0,18
629,263,1,0,31,270000.0,179.0,18
288,71,14,2,5,402500.0,203.0,18
642,207,11,0,5,1260000.0,569.0,18
995,35,9,2,31,238000.0,154.0,18
1099,270,3,0,31,1425000.0,672.0,18
1239,274,0,0,31,390000.0,311.0,18
641,207,11,0,24,880000.0,465.0,18
1164,124,14,0,31,532500.0,323.0,18
1549,230,14,0,31,396500.0,274.0,18
1799,130,13,2,1,170000.0,259.0,18
418,198,0,2,0,375000.0,367.0,18
1790,53,8,0,16,263000.0,311.0,18
1892,107,0,0,30,395000.0,508.0,18
243,253,14,0,30,550000.0,516.0,18
1872,78,0,2,0,330000.0,325.0,18
347,240,14,0,16,169000.0,280.0,18
353,23,14,0,14,600000.0,599.0,18
433,249,0,0,16,130000.0,195.0,18
207,164,0,0,16,146000.0,228.0,18
674,274,0,2,0,183750.0,267.0,18
36,73,3,2,14,350000.0,323.0,18
46,253,14,2,16,211000.0,321.0,18
601,203,6,0,14,90500.0,138.0,18
2,173,3,0,14,3350000.0,897.0,18
651,44,14,0,16,119000.0,170.0,18
881,107,0,0,30,400000.0,459.0,18
880,96,0,0,30,550000.0,442.0,18
228,65,3,0,16,160000.0,263.0,18
1921,98,3,0,30,778800.0,1097.0,18
870,205,14,0,14,1109000.0,686.0,18
1291,150,1,0,31,320000.0,222.0,17
841,240,14,2,31,700000.0,395.0,17
831,200,14,0,31,1140000.0,689.0,17
621,24,14,2,31,940000.0,549.0,17
569,22,6,0,24,500000.0,227.0,17
326,36,8,0,31,1000000.0,556.0,17
386,224,14,2,31,1498800.0,1071.0,17
1743,71,14,0,31,250000.0,192.0,17
1287,140,7,0,31,275000.0,179.0,17
794,296,9,2,34,398888.0,285.0,17
1779,113,14,0,44,833300.0,455.0,17
1209,227,6,2,44,150000.0,153.0,17
1078,174,0,0,31,895000.0,630.0,17
1328,232,6,0,31,300000.0,200.0,17
1760,71,14,3,31,493000.0,261.0,17
815,145,7,0,31,310000.0,210.0,17
74,119,15,2,31,213000.0,113.0,17
1104,138,1,0,31,215000.0,144.0,17
788,27,14,2,31,590000.0,384.0,17
277,249,0,0,35,892000.0,531.0,17
1122,95,9,1,31,528800.0,315.0,17
1907,253,14,0,21,1600000.0,569.0,17
1455,194,0,2,31,386200.0,272.0,17
1701,174,0,0,3,394000.0,155.0,17
1172,260,8,0,31,340000.0,248.0,17
1037,274,0,0,31,540000.0,415.0,17
1565,149,0,0,34,440000.0,281.0,17
1108,177,6,0,31,350000.0,200.0,17
1657,230,14,0,24,267000.0,123.0,17
590,124,14,0,19,599800.0,248.0,17
1713,149,0,0,31,360000.0,268.0,17
24,5,14,0,5,1300000.0,729.0,17
1605,180,1,0,31,270000.0,209.0,17
1309,169,1,0,31,210000.0,150.0,17
1702,263,1,0,31,200000.0,177.0,17
576,124,14,0,31,500000.0,274.0,17
1909,253,14,0,31,850000.0,484.0,17
1480,205,14,2,31,400000.0,334.0,17
1009,278,5,0,35,344000.0,203.0,17
1233,248,9,0,31,623800.0,357.0,17
1366,124,14,0,31,450000.0,320.0,17
1756,54,5,2,3,707000.0,136.0,17
936,54,5,2,31,220000.0,159.0,17
929,148,13,0,31,700000.0,302.0,17
1329,163,6,0,24,550000.0,160.0,17
1783,65,14,0,2,2700000.0,506.0,17
1176,166,5,0,31,430000.0,279.0,17
720,241,13,2,31,380000.0,197.0,17
1224,113,14,0,38,410000.0,293.0,17
1310,262,1,0,31,230000.0,147.0,17
974,285,0,0,24,670000.0,434.0,17
685,196,8,2,16,43000.0,73.0,17
245,294,14,2,14,540000.0,464.0,17
1871,98,3,0,14,400000.0,368.0,17
338,107,0,1,0,410000.0,328.0,17
368,82,8,2,16,175000.0,342.0,17
901,99,3,0,14,710000.0,455.0,17
661,257,3,2,0,210000.0,325.0,17
743,20,14,2,0,185000.0,257.0,17
1886,198,0,0,14,640000.0,555.0,17
536,5,14,0,30,535000.0,619.0,17
713,279,8,0,14,1510000.0,967.0,17
298,270,3,2,14,395000.0,422.0,17
668,65,14,0,0,256000.0,313.0,17
548,274,0,0,0,400000.0,292.0,17
917,79,8,0,14,390000.0,420.0,17
1801,213,8,0,0,290000.0,385.0,17
867,78,0,2,0,180000.0,226.0,17
337,252,3,2,14,360000.0,319.0,17
657,56,8,0,0,130000.0,173.0,17
420,96,0,0,0,460000.0,415.0,17
264,225,14,0,0,260000.0,306.0,17
44,128,12,2,0,300000.0,353.0,17
312,177,6,0,0,180000.0,228.0,17
1840,38,0,0,16,85000.0,138.0,17
544,240,14,2,30,335000.0,586.0,17
307,270,3,0,30,480000.0,624.0,17
542,19,3,0,14,430000.0,400.0,17
469,249,0,0,16,130000.0,198.0,17
342,96,0,0,16,200000.0,266.0,17
414,198,0,2,0,290000.0,344.0,17
1787,166,5,2,16,78000.0,138.0,17
1920,173,3,0,30,719000.0,885.0,17
687,198,0,0,0,400000.0,345.0,17
686,70,14,2,14,340000.0,380.0,17
506,281,8,0,14,440000.0,396.0,17
845,68,14,2,0,220000.0,275.0,17
1881,96,0,0,30,460000.0,433.0,17
53,233,14,0,0,160000.0,198.0,17
1453,41,1,0,31,362000.0,246.0,16
1026,297,14,2,5,717500.0,548.0,16
1749,106,1,0,31,255000.0,168.0,16
824,253,14,0,24,869000.0,390.0,16
512,212,14,0,31,623400.0,360.0,16
1438,8,5,0,34,337834.0,129.0,16
387,22,6,0,31,500000.0,283.0,16
628,145,7,2,3,152660.0,51.0,16
16,20,14,2,34,522500.0,288.0,16
796,4,6,0,31,637500.0,412.0,16
1084,211,7,0,31,470000.0,285.0,16
1481,205,14,2,31,1365000.0,947.0,16
1942,263,1,0,31,405900.0,207.0,16
592,145,7,0,31,350000.0,183.0,16
1134,249,0,0,31,455000.0,222.0,16
1539,59,8,0,31,1044400.0,638.0,16
1600,124,14,0,31,539000.0,409.0,16
1110,43,7,0,31,240000.0,192.0,16
118,155,9,2,8,499440.0,232.0,16
1071,286,1,0,31,180000.0,118.0,16
1660,263,1,0,31,232500.0,159.0,16
1483,205,14,0,31,562500.0,451.0,16
232,240,14,2,31,1209750.0,533.0,16
758,94,14,2,31,500000.0,410.0,16
976,59,8,0,31,655000.0,389.0,16
1658,276,14,0,31,669000.0,328.0,16
780,240,14,0,24,487500.0,316.0,16
483,257,3,2,31,1325000.0,751.0,16
1744,102,0,0,31,385000.0,241.0,16
1680,182,0,0,35,308000.0,200.0,16
963,284,12,2,31,195000.0,117.0,16
1211,260,8,0,19,459000.0,195.0,16
72,114,9,2,31,300000.0,270.0,16
83,160,9,2,8,328000.0,156.0,16
499,128,12,2,43,1040000.0,537.0,16
1192,128,12,2,31,520000.0,335.0,16
990,38,0,0,35,300000.0,167.0,16
1574,33,14,2,31,550000.0,340.0,16
1212,288,14,0,31,385000.0,302.0,16
1293,150,1,0,35,490000.0,232.0,16
1401,96,0,0,31,498500.0,409.0,16
236,113,14,3,40,499500.0,346.0,16
1065,1,1,0,35,311111.0,206.0,16
1383,54,5,2,35,280000.0,172.0,16
1380,249,0,2,8,959000.0,420.0,16
973,285,0,0,8,1200000.0,442.0,16
1155,13,5,0,31,312000.0,203.0,16
1153,137,1,0,24,421925.0,189.0,16
1686,29,14,3,31,342500.0,220.0,16
1639,239,3,0,31,1140000.0,593.0,16
1780,127,14,2,32,2400000.0,630.0,16
1168,146,8,0,31,292500.0,241.0,16
1431,44,14,0,31,505000.0,338.0,16
388,22,6,0,31,505000.0,277.0,16
343,164,0,2,16,138000.0,193.0,16
926,33,14,2,14,380000.0,380.0,16
877,101,8,0,0,305000.0,436.0,16
1853,188,0,0,0,170000.0,177.0,16
572,177,6,0,0,100000.0,135.0,16
857,240,14,2,30,300000.0,356.0,16
891,124,14,0,16,143000.0,221.0,16
366,79,8,0,0,345000.0,486.0,16
694,237,3,2,14,520000.0,364.0,16
849,218,12,2,0,200000.0,292.0,16
699,124,14,0,0,370000.0,321.0,16
1855,25,3,2,0,290000.0,332.0,16
667,258,14,2,0,270000.0,342.0,16
765,21,14,0,0,322500.0,384.0,16
314,101,8,2,16,257500.0,423.0,16
261,67,14,0,30,250000.0,476.0,16
415,254,8,0,0,249000.0,383.0,16
1915,121,3,2,30,412500.0,774.0,16
305,40,8,0,0,345000.0,486.0,16
750,299,0,0,16,135000.0,232.0,16
679,113,14,0,14,330000.0,301.0,16
1852,212,14,2,16,215000.0,264.0,16
310,7,8,0,16,195000.0,307.0,16
1926,184,3,2,0,330000.0,406.0,16
307,101,8,0,0,307500.0,439.0,16
739,254,8,0,14,502500.0,396.0,16
373,81,7,0,0,211500.0,232.0,16
1845,193,12,2,16,250000.0,326.0,16
884,279,8,0,14,835000.0,633.0,16
864,238,14,0,0,390000.0,407.0,16
210,107,0,2,16,161500.0,289.0,16
62,285,0,0,0,330000.0,462.0,16
710,97,3,0,30,500000.0,494.0,16
861,238,14,0,0,357500.0,386.0,16
581,203,6,0,15,84000.0,111.0,16
1883,279,8,0,30,855000.0,767.0,16
302,57,8,0,0,280000.0,356.0,16
1806,150,1,0,16,120000.0,206.0,16
1807,113,14,2,16,42000.0,64.0,16
336,252,3,2,14,307500.0,320.0,16
708,193,12,0,0,294000.0,346.0,16
55,5,14,0,30,1672200.0,874.0,16
1933,121,3,2,0,379000.0,364.0,16
1469,235,14,2,32,590000.0,291.0,15
949,276,14,0,31,425000.0,278.0,15
1117,177,6,0,31,393000.0,239.0,15
1750,106,1,0,31,325000.0,182.0,15
826,253,14,0,31,880000.0,471.0,15
568,22,6,0,31,345000.0,247.0,15
390,113,14,0,35,600000.0,407.0,15
1054,249,0,3,8,1050000.0,415.0,15
589,145,7,0,31,468880.0,305.0,15
1674,117,14,0,31,610000.0,441.0,15
460,178,2,2,31,470000.0,361.0,15
1724,283,8,0,31,310000.0,294.0,15
719,172,13,2,31,338888.0,233.0,15
1629,291,7,0,31,538000.0,299.0,15
1471,71,14,0,31,737800.0,460.0,15
754,217,3,0,31,550000.0,349.0,15
1230,248,9,0,31,298800.0,193.0,15
620,145,7,0,31,335000.0,157.0,15
1198,203,6,2,31,220000.0,150.0,15
1146,107,0,2,31,778000.0,455.0,15
1592,208,6,0,2,715000.0,172.0,15
1682,154,12,2,24,550000.0,191.0,15
1024,38,0,0,31,245000.0,236.0,15
1277,166,5,2,44,470000.0,279.0,15
812,40,8,0,31,1331000.0,686.0,15
1110,56,8,0,24,499800.0,281.0,15
1335,100,5,2,11,285000.0,164.0,15
1666,126,0,0,31,250000.0,169.0,15
76,249,0,2,11,498000.0,239.0,15
1002,246,9,2,31,199000.0,204.0,15
1062,237,3,0,31,520000.0,363.0,15
634,74,15,0,3,340000.0,111.0,15
1096,263,1,0,35,260000.0,115.0,15
1324,65,3,2,31,780000.0,303.0,15
1199,289,9,3,31,476888.0,255.0,15
1728,225,14,2,31,465000.0,150.0,15
784,127,14,2,31,930000.0,528.0,15
566,249,0,0,10,1350000.0,397.0,15
1737,266,5,0,31,270000.0,175.0,15
1229,113,14,2,31,370000.0,361.0,15
1548,168,7,2,31,219000.0,157.0,15
108,159,6,0,31,459000.0,313.0,15
1399,96,0,0,31,520000.0,325.0,15
945,149,0,0,31,280000.0,253.0,15
513,212,14,2,31,585000.0,346.0,15
1712,95,9,2,31,548000.0,329.0,15
1266,95,9,2,31,320000.0,230.0,15
1043,212,14,0,31,680000.0,404.0,15
1355,292,7,0,31,200000.0,154.0,15
29,48,13,2,31,380000.0,340.0,15
1596,141,6,0,32,199000.0,127.0,15
1427,244,8,2,31,280000.0,201.0,15
1338,38,0,0,31,330000.0,195.0,15
409,101,8,0,24,1800000.0,590.0,15
1458,166,5,2,31,580000.0,402.0,15
994,124,14,0,31,560000.0,368.0,15
992,56,8,0,35,650000.0,426.0,15
1152,218,12,2,31,320000.0,222.0,15
810,238,14,0,31,802000.0,561.0,15
403,145,7,2,24,220000.0,158.0,15
903,205,14,0,0,430000.0,425.0,15
1939,72,3,0,14,1550000.0,1007.0,15
547,70,14,2,30,460000.0,445.0,15
468,233,14,0,16,50000.0,77.0,15
860,285,0,0,0,388000.0,436.0,15
658,124,14,0,0,170000.0,259.0,15
377,204,14,0,30,380000.0,492.0,15
1846,148,13,2,16,105000.0,163.0,15
61,285,0,0,0,380000.0,470.0,15
252,203,6,0,14,90000.0,124.0,15
924,205,14,0,0,320000.0,376.0,15
584,254,8,0,14,575000.0,494.0,15
738,110,3,0,30,616505.0,679.0,15
349,299,0,0,16,150000.0,228.0,15
297,296,9,0,0,163000.0,230.0,15
1837,260,8,0,16,55000.0,100.0,15
296,21,14,0,14,690000.0,452.0,15
417,253,14,0,30,595000.0,551.0,15
1809,52,3,2,0,220000.0,304.0,15
1829,89,14,0,16,225000.0,299.0,15
515,107,0,2,0,420000.0,420.0,15
557,279,8,0,14,760000.0,795.0,15
603,189,6,0,0,53000.0,130.0,15
255,203,6,2,14,160000.0,219.0,15
384,87,8,0,14,657000.0,744.0,15
303,193,12,2,0,350000.0,375.0,15
1928,130,13,2,0,180000.0,240.0,15
896,113,14,0,0,300000.0,287.0,15
562,79,8,0,14,330000.0,471.0,15
865,128,12,2,0,172000.0,265.0,15
1843,98,3,2,16,180000.0,257.0,15
1825,2,14,2,16,150000.0,232.0,15
474,52,3,0,14,380000.0,319.0,15
416,237,3,0,14,350000.0,412.0,15
692,34,8,0,0,170000.0,304.0,15
1879,98,3,0,30,650000.0,851.0,15
423,113,14,0,14,390000.0,302.0,15
308,205,14,0,0,450000.0,432.0,15
1847,249,0,0,16,140000.0,217.0,15
472,52,3,2,14,585000.0,479.0,15
249,76,3,0,14,453000.0,414.0,15
1788,59,8,0,16,115000.0,222.0,15
466,118,14,2,14,380000.0,349.0,15
295,233,14,2,0,150000.0,214.0,15
1863,254,8,0,14,538000.0,442.0,15
1866,237,3,2,30,500000.0,465.0,15
1934,235,14,2,0,310000.0,355.0,15
1897,79,8,0,14,260000.0,457.0,15
874,112,3,0,30,1000000.0,879.0,15
550,257,3,2,14,450000.0,386.0,15
582,72,3,0,14,1600000.0,1164.0,15
770,240,14,1,34,416000.0,301.0,14
455,95,9,0,31,554888.0,371.0,14
1700,174,0,0,31,489000.0,233.0,14
128,161,1,0,24,412500.0,172.0,14
1727,195,9,2,31,188000.0,157.0,14
1330,165,5,0,19,410000.0,128.0,14
1730,42,5,0,31,291230.0,182.0,14
1612,262,1,0,31,320000.0,268.0,14
1214,71,14,0,31,585000.0,418.0,14
1742,117,14,0,31,378000.0,295.0,14
964,177,6,0,31,378800.0,291.0,14
588,145,7,0,31,392000.0,276.0,14
96,138,1,0,31,237500.0,136.0,14
612,262,1,0,2,548000.0,98.0,14
1759,160,9,0,19,498800.0,178.0,14
1678,273,6,0,24,401900.0,107.0,14
623,234,9,2,31,250000.0,175.0,14
18,35,9,2,31,231300.0,145.0,14
182,248,9,0,9,240000.0,117.0,14
1050,208,6,0,19,605000.0,159.0,14
759,95,9,0,31,296800.0,254.0,14
1677,40,8,0,31,1175000.0,675.0,14
1916,232,6,0,8,550000.0,274.0,14
819,263,1,0,31,450000.0,232.0,14
1388,134,1,2,31,145000.0,101.0,14
1115,134,1,0,31,618800.0,435.0,14
441,38,0,0,35,325000.0,185.0,14
1097,126,0,0,35,314000.0,179.0,14
1100,124,14,0,31,445000.0,398.0,14
728,148,13,2,31,234000.0,133.0,14
1353,244,8,0,31,315000.0,231.0,14
1528,210,6,0,31,300000.0,182.0,14
1478,113,14,0,32,525000.0,354.0,14
1716,129,12,2,19,500000.0,238.0,14
1131,242,6,2,31,237500.0,210.0,14
1306,269,9,0,31,230000.0,192.0,14
1499,38,0,0,31,445000.0,227.0,14
1094,32,5,2,31,305000.0,227.0,14
1449,47,9,2,12,364000.0,153.0,14
978,12,0,0,31,610000.0,238.0,14
171,65,3,2,34,335000.0,298.0,14
1577,124,14,0,31,655000.0,296.0,14
1902,253,14,0,31,697500.0,552.0,14
1910,253,14,0,31,2125000.0,624.0,14
1711,266,5,0,31,290000.0,175.0,14
616,145,7,2,31,250000.0,189.0,14
1185,226,0,2,31,411000.0,142.0,14
1703,35,9,2,31,229400.0,191.0,14
636,179,9,0,31,274440.0,187.0,14
1551,33,14,2,31,550000.0,581.0,14
1642,95,9,2,35,515000.0,293.0,14
1735,174,0,0,31,865000.0,329.0,14
817,258,14,0,20,2405000.0,670.0,14
733,148,13,2,31,250000.0,198.0,14
1685,231,6,2,31,215000.0,172.0,14
1119,177,6,0,31,334500.0,210.0,14
1093,229,3,2,34,330000.0,513.0,14
1336,95,9,0,31,559000.0,336.0,14
773,200,14,0,31,885000.0,426.0,14
1321,161,1,0,31,300000.0,207.0,14
793,164,0,0,2,2125000.0,456.0,14
1283,302,0,0,31,240000.0,160.0,14
959,150,1,0,31,297000.0,216.0,14
1274,33,3,0,31,460000.0,504.0,14
426,241,13,2,31,267500.0,119.0,14
1453,262,1,0,32,240000.0,150.0,14
1250,174,0,0,31,485000.0,264.0,14
727,130,13,2,31,592500.0,213.0,14
1216,276,14,3,31,414973.0,269.0,14
1240,263,1,0,31,237500.0,182.0,14
65,152,6,0,31,623888.0,444.0,14
517,107,0,0,3,935000.0,189.0,14
954,43,7,0,31,338000.0,242.0,14
1300,155,9,2,31,280000.0,224.0,14
946,154,12,2,31,375000.0,176.0,14
1171,88,1,0,35,206500.0,107.0,14
1580,224,14,2,31,684000.0,491.0,14
617,10,9,0,31,310000.0,222.0,14
1622,56,8,0,31,311500.0,271.0,14
1720,277,5,2,31,308000.0,193.0,14
1626,117,14,0,31,410000.0,251.0,14
970,13,5,0,31,382500.0,236.0,14
1257,124,14,0,31,475000.0,232.0,14
789,240,14,2,31,700000.0,348.0,14
1802,199,8,0,16,160000.0,218.0,14
1817,57,8,0,16,100000.0,167.0,14
714,40,8,0,14,1253287.0,1066.0,14
533,224,14,2,14,350000.0,316.0,14
480,101,8,0,16,177500.0,374.0,14
1912,128,12,2,0,245000.0,400.0,14
664,113,14,0,0,310000.0,310.0,14
503,224,14,2,0,282500.0,324.0,14
301,57,8,0,16,160000.0,248.0,14
855,249,0,0,14,271000.0,268.0,14
206,172,13,2,0,260000.0,306.0,14
915,101,8,2,14,690000.0,637.0,14
421,59,8,0,0,215000.0,303.0,14
911,253,14,0,0,354000.0,378.0,14
6,96,0,0,14,370000.0,366.0,14
230,65,3,0,14,380000.0,322.0,14
254,112,3,0,30,749400.0,1200.0,14
374,124,14,0,0,217500.0,226.0,14
479,166,5,2,0,126000.0,155.0,14
879,274,0,0,30,435000.0,413.0,14
